movie_ID,movie_title,duration,color,title_year,country,language,content_rating,budget_USD,gross_USD,net_USD,profitable,director_name,director_top20?,director_facebook?,director_facebook_likes,actor_1_name,actor_top20?,actor_1_facebook?,actor_1_facebook_likes,actor_2_name,actor_top20?,actor_2_facebook?,actor_2_facebook_likes,actor_3_name,actor_top20?,actor_3_facebook?,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook?,movie_facebook_likes;,facenumber_in_poster,num_voted_users,num_user_for_reviews,imdb_score,imdb_top_250
1829,The Iron Giant,90,1,1999,USA,English,PG,70000000,23159305,-46840695,0,Brad Bird,0,1,663,Vin Diesel,0,1,14000,Harry Connick Jr.,0,1,631,M. Emmet Walsh,0,1,521,16358,0,0,1,128455,514,8,0
1830,Free State of Jones,139,1,2016,USA,English,R,50000000,20389967,-29610033,0,Gary Ross,0,1,378,Matthew McConaughey,0,1,11000,Donald Watkins,0,1,552,Jessica Collins,0,1,303,12786,1,10000,1,3077,47,6.7,0
1831,Eastern Promises,96,1,2007,USA,English,R,25000000,17114882,-7885118,0,David Cronenberg,0,0,0,Viggo Mortensen,0,1,10000,Naomi Watts,0,1,6000,Raza Jaffrey,0,1,509,17211,0,0,1,189249,398,7.7,0
1832,Baby's Day Out,99,1,1994,USA,English,PG,50000000,16671505,-33328495,0,Patrick Read Johnson,0,1,32,Joe Mantegna,0,1,1000,Lara Flynn Boyle,0,1,619,Cynthia Nixon,0,1,479,2949,0,0,1,33186,78,5.9,0
1833,The Scarlet Letter,135,1,1995,USA,English,R,50000000,10400000,-39600000,0,Roland Joff??,0,1,596,Gary Oldman,0,1,10000,Robert Duvall,0,1,3000,Demi Moore,0,1,2000,15820,1,943,1,12037,90,5.1,0
1834,Gamer,95,1,2009,USA,English,R,50000000,20488579,-29511421,0,Mark Neveldine,0,1,83,Gerard Butler,0,1,18000,Logan Lerman,0,1,8000,Alison Lohman,0,1,1000,29926,0,0,1,113483,245,5.8,0
1835,Drive Angry,104,1,2011,USA,English,R,50000000,10706786,-39293214,0,Patrick Lussier,0,1,71,Nicolas Cage,1,1,12000,Billy Burke,0,1,2000,Katy Mixon,0,1,982,16481,1,15000,1,81800,211,5.5,0
1836,The One,85,1,2001,USA,English,PG-13,49000000,43905746,-5094254,0,James Wong,0,1,70,Jason Statham,0,1,26000,Jet Li,0,1,5000,Delroy Lindo,0,1,848,32831,0,0,1,77684,294,5.9,0
1837,Three Kings,114,1,1999,USA,English,R,48000000,60652036,12652036,1,David O. Russell,0,1,737,Judy Greer,0,1,2000,Jamie Kennedy,0,1,490,Mykelti Williamson,0,1,393,3743,1,3000,1,137854,560,7.1,0
1838,K-PAX,120,1,2001,USA,English,PG-13,48000000,50173190,2173190,1,Iain Softley,0,1,34,Kevin Spacey,0,1,18000,Jeff Bridges,0,1,12000,Alfre Woodard,0,1,1000,33615,0,0,1,148490,537,7.4,0
1839,Kate & Leopold,123,1,2001,USA,English,PG-13,48000000,47095453,-904547,0,James Mangold,0,1,446,Hugh Jackman,0,1,20000,Natasha Lyonne,0,1,1000,Bradley Whitford,0,1,821,22209,0,0,1,64595,316,6.4,0
1840,The Cotton Club,123,1,1984,USA,English,R,58000000,25900000,-32100000,0,Francis Ford Coppola,0,0,0,Nicolas Cage,1,1,12000,Bob Hoskins,0,1,5000,Fred Gwynne,0,1,886,18793,1,828,1,12771,84,6.5,0
1841,3:10 to Yuma,122,1,2007,USA,English,R,55000000,53574088,-1425912,0,James Mangold,0,1,446,Christian Bale,1,1,23000,Logan Lerman,0,1,8000,Gretchen Mol,0,1,600,33548,0,0,1,237872,560,7.8,0
1842,Out of Sight,123,1,1998,USA,English,R,48000000,37339525,-10660475,0,Steven Soderbergh,1,0,0,Don Cheadle,0,1,3000,Albert Brooks,0,1,745,Keith Hudson,0,1,23,3768,0,0,1,71708,307,7,0
1843,The Cable Guy,96,1,1996,USA,English,PG-13,47000000,60154431,13154431,1,Ben Stiller,0,0,0,Matthew Broderick,0,1,2000,Janeane Garofalo,0,1,1000,Andy Dick,0,1,302,3718,0,0,1,122347,345,6,0
1844,Dick Tracy,105,1,1990,USA,English,PG,100000000,103738726,3738726,1,Warren Beatty,0,1,631,Charlie Korsmo,0,1,678,Warren Beatty,0,1,631,Seymour Cassel,0,1,327,2096,1,2000,1,47819,164,6.1,0
1845,Riding in Cars with Boys,132,1,2001,USA,English,PG-13,48000000,29781453,-18218547,0,Penny Marshall,0,1,545,Rosie Perez,0,1,919,Adam Garcia,0,1,811,Alissa Dean,0,1,807,4796,0,0,1,22447,210,6.4,0
1846,Mary Reilly,108,1,1996,USA,English,R,47000000,5600000,-41400000,0,Stephen Frears,0,1,350,Julia Roberts,0,1,8000,Bronagh Gallagher,0,1,115,George Cole,0,1,77,8349,1,616,1,11913,97,5.8,0
1847,My Best Friend's Wedding,105,1,1997,USA,English,PG-13,46000000,126805112,80805112,1,P.J. Hogan,0,1,29,Julia Roberts,0,1,8000,Christopher Masterson,0,1,1000,Rupert Everett,0,1,692,12344,0,0,1,98199,169,6.3,0
1848,Jonah Hex,81,1,2010,USA,English,PG-13,47000000,10539414,-36460586,0,Jimmy Hayward,0,1,39,Michael Fassbender,0,1,13000,Billy Blair,0,1,541,Julia Jones,0,1,364,14619,0,0,1,45729,176,4.7,0
1849,Courage Under Fire,116,1,1996,USA,English,R,46000000,58918501,12918501,1,Edward Zwick,0,1,380,Denzel Washington,1,1,18000,Matt Damon,1,1,13000,Scott Glenn,0,1,826,33233,1,975,1,40126,107,6.6,0
1850,Liar Liar,86,1,1997,USA,English,PG-13,45000000,181395380,136395380,1,Tom Shadyac,0,1,293,Maura Tierney,0,1,509,Swoosie Kurtz,0,1,418,Randall 'Tex' Cobb,0,1,255,2070,0,0,1,220392,243,6.8,0
1851,The Infiltrator,127,1,2016,UK,English,R,25000000,14946229,-10053771,0,Brad Furman,0,1,65,Joseph Gilgun,0,1,788,Amy Ryan,0,1,423,Olympia Dukakis,0,1,345,2104,0,0,1,2581,29,7.3,0
1852,Miss Congeniality,109,1,2000,USA,English,PG-13,45000000,106807667,61807667,1,Donald Petrie,0,1,80,Candice Bergen,0,1,545,Wendy Raquel Robinson,0,1,337,Heather Burns,0,1,213,1574,0,0,1,137377,370,6.2,0
1853,The Bucket List,97,1,2007,USA,English,PG-13,45000000,93452056,48452056,1,Rob Reiner,0,0,0,Morgan Freeman,1,1,11000,Noel Gugliemi,0,1,2000,Sean Hayes,0,1,760,14868,1,22000,1,184795,310,7.4,0
1854,Patriot Games,117,1,1992,USA,English,R,45000000,83287363,38287363,1,Phillip Noyce,0,1,176,Harrison Ford,1,1,11000,Polly Walker,0,1,530,Patrick Bergin,0,1,308,12757,0,0,1,81442,137,6.9,0
1855,Blade,110,1,1998,USA,English,R,45000000,70001065,25001065,1,Stephen Norrington,0,1,45,Sanaa Lathan,0,1,886,Traci Lords,0,1,650,Udo Kier,0,1,595,3174,0,0,1,191437,582,7.1,0
1856,From Hell,122,1,2001,USA,English,R,35000000,31598308,-3401692,0,Albert Hughes,0,1,117,Johnny Depp,1,1,40000,Jason Flemyng,0,1,1000,Ian Richardson,0,1,140,41636,0,0,1,124765,541,6.8,0
1857,Kicking & Screaming,95,1,2005,USA,English,PG,45000000,52580895,7580895,1,Jesse Dylan,0,1,58,Josh Hutcherson,0,1,14000,Will Ferrell,1,1,8000,Robert Duvall,0,1,3000,27351,1,743,1,30255,118,5.6,0
1858,Fat Albert,93,1,2004,USA,English,PG,26000000,48114556,22114556,1,Joel Zwick,0,1,38,Dania Ramirez,0,1,1000,Nick Zano,0,1,641,Alice Greczyn,0,1,631,4604,1,531,1,9380,91,4.3,0
1859,Resident Evil: Extinction,94,1,2007,France,English,R,45000000,50648679,5648679,1,Russell Mulcahy,0,1,85,Milla Jovovich,0,1,14000,Mike Epps,0,1,706,James Tumminia,0,1,443,16225,0,0,1,149549,348,6.3,0
1860,Last Holiday,112,1,2006,USA,English,PG-13,45000000,38360195,-6639805,0,Wayne Wang,0,1,61,LL Cool J,0,1,1000,Alicia Witt,0,1,976,Timothy Hutton,0,1,501,3757,0,0,1,21215,116,6.4,0
1861,The River Wild,111,1,1994,USA,English,PG-13,45000000,46815748,1815748,1,Curtis Hanson,0,1,161,Meryl Streep,0,1,11000,Glenn Morshower,0,1,894,William Lucking,0,1,132,12161,0,0,1,32544,69,6.3,0
1862,The Indian in the Cupboard,96,1,1995,USA,English,PG,45000000,35617599,-9382401,0,Frank Oz,0,0,0,Steve Coogan,0,1,1000,Vincent Kartheiser,0,1,845,David Keith,0,1,563,2965,0,0,1,20688,47,5.9,0
1863,Cellular,94,1,2004,USA,English,PG-13,25000000,32003620,7003620,1,David R. Ellis,0,1,160,Richard Burgi,0,1,550,Valerie Cruz,0,1,216,Will Beinbrink,0,1,167,1102,1,2000,1,79141,355,6.5,0
1864,Johnny English,87,1,2003,UK,English,PG,35000000,27972410,-7027590,0,Peter Howitt,0,1,29,Kevin McNally,0,1,427,Natalie Imbruglia,0,1,304,Ben Miller,0,1,252,1461,1,2000,1,114692,285,6.1,0
1865,The Ant Bully,88,1,2006,USA,English,PG,50000000,28133159,-21866841,0,John A. Davis,0,1,8,Nicolas Cage,1,1,12000,Meryl Streep,0,1,11000,Julia Roberts,0,1,8000,33822,1,593,1,30055,70,5.9,0
1866,The Glimmer Man,91,1,1996,USA,English,R,45000000,20400913,-24599087,0,John Gray,0,1,29,Alexa PenaVega,0,1,2000,Bob Gunton,0,1,461,Keenen Ivory Wayans,0,1,322,3855,1,451,1,15455,80,5.3,0
1867,Bangkok Dangerous,99,1,2008,USA,English,R,40000000,15279680,-24720320,0,Danny Pang,0,1,15,Nicolas Cage,1,1,12000,Charlie Yeung,0,1,68,James With,0,1,61,12166,0,0,1,48245,154,5.4,0
1868,Johnny English Reborn,101,1,2011,USA,English,PG,45000000,8129455,-36870545,0,Oliver Parker,0,1,32,Daniel Kaluuya,0,1,219,Tim McInnerny,0,1,141,Togo Igawa,0,1,104,661,1,17000,1,89568,142,6.3,0
1869,Argo,130,1,2012,USA,English,R,44500000,136019448,91519448,1,Ben Affleck,0,0,0,Clea DuVall,0,1,1000,Scoot McNairy,0,1,660,Tate Donovan,0,1,650,3133,1,89000,1,452465,695,7.7,0
1870,The Fugitive,130,1,1993,USA,English,PG-13,44000000,183875760,139875760,1,Andrew Davis,0,1,99,Harrison Ford,1,1,11000,Daniel Roebuck,0,1,1000,Sela Ward,0,1,812,13357,0,0,1,213668,270,7.8,0
1871,The Bounty Hunter,110,1,2010,USA,English,PG-13,40000000,67061228,27061228,1,Andy Tennant,0,1,72,Gerard Butler,0,1,18000,Dorian Missick,0,1,1000,Peter Greene,0,1,789,21554,0,0,1,96565,135,5.5,0
1872,The Juror,118,1,1996,USA,English,R,44000000,44834712,834712,1,Brian Gibson,0,1,13,Joseph Gordon-Levitt,0,1,23000,Demi Moore,0,1,2000,Anne Heche,0,1,643,26907,1,353,1,13995,62,5.6,0
1873,Underworld: Evolution,102,1,2006,USA,English,R,50000000,62318875,12318875,1,Len Wiseman,0,1,235,Sophia Myles,0,1,956,Tony Curran,0,1,845,Derek Jacobi,0,1,520,2998,0,0,1,156225,502,6.8,0
1874,Finding Forrester,136,1,2000,USA,English,PG-13,43000000,51768623,8768623,1,Gus Van Sant,0,1,835,F. Murray Abraham,0,1,670,Rob Brown,0,1,370,Michael Nouri,0,1,225,1801,0,0,1,73006,297,7.3,0
1875,28 Days,103,1,2000,USA,English,PG-13,43000000,37035515,-5964485,0,Betty Thomas,0,1,84,Steve Buscemi,1,1,12000,Viggo Mortensen,0,1,10000,Elizabeth Perkins,0,1,664,23864,0,0,1,34597,194,6,0
1876,Unleashed,103,1,2005,France,English,R,45000000,24520892,-20479108,0,Louis Leterrier,0,1,255,Morgan Freeman,1,1,11000,Jet Li,0,1,5000,Bob Hoskins,0,1,5000,22383,0,0,1,85198,303,7,0
1877,Charlie St. Cloud,99,1,2010,USA,English,PG-13,44000000,31136950,-12863050,0,Burr Steers,0,1,23,Augustus Prew,0,1,405,Charlie Tahan,0,1,268,Valerie Tian,0,1,135,1066,0,0,1,47364,75,6.5,0
1878,Notting Hill,124,1,1999,UK,English,PG-13,42000000,116006080,74006080,1,Roger Michell,0,1,50,Julia Roberts,0,1,8000,Clarke Peters,0,1,437,Dylan Moran,0,1,427,9255,1,11000,1,203269,602,7,0
1879,Along Came Polly,90,1,2004,USA,English,PG-13,42000000,87856565,45856565,1,John Hamburg,0,1,29,Philip Seymour Hoffman,0,1,22000,Masi Oka,0,1,923,Debra Messing,0,1,650,24534,0,0,1,106909,268,5.9,0
1880,Boomerang,117,1,1992,USA,English,R,40000000,70100000,30100000,1,Reginald Hudlin,0,1,71,John Witherspoon,0,1,723,Eartha Kitt,0,1,558,Geoffrey Holder,0,1,547,3841,0,0,1,20183,41,5.4,0
1881,High Crimes,115,1,2002,USA,English,PG-13,42000000,41543207,-456793,0,Carl Franklin,0,1,73,Morgan Freeman,1,1,11000,Adam Scott,0,1,3000,Bruce Davison,0,1,505,15571,1,893,1,30077,175,6.3,0
1882,Br?_no,81,1,2009,USA,English,R,42000000,59992760,17992760,1,Larry Charles,0,1,119,Bono,0,1,468,Elton John,0,1,442,Slash,0,1,412,2134,0,0,1,119622,396,5.8,0
1883,15 Minutes,120,1,2001,USA,English,R,42000000,24375436,-17624564,0,John Herzfeld,0,1,17,Robert De Niro,1,1,22000,Charlize Theron,0,1,9000,Kelsey Grammer,0,1,808,33585,1,748,1,42547,265,6.1,0
1884,One for the Money,91,1,2012,USA,English,PG-13,40000000,26404753,-13595247,0,Julie Anne Robinson,0,1,30,Fisher Stevens,0,1,922,Debbie Reynolds,0,1,786,Patrick Fischler,0,1,497,3301,1,19000,1,34203,169,5.3,0
1885,The Warrior's Way,100,1,2010,New Zealand,English,R,45000000,5664251,-39335749,0,Sngmoo Lee,0,1,19,Tony Cox,0,1,624,Dong-gun Jang,0,1,489,Jed Brophy,0,1,433,2056,0,0,1,22309,102,6.3,0
1886,A Knight's Tale,144,1,2001,USA,English,PG-13,65000000,56083966,-8916034,0,Brian Helgeland,0,1,241,Heath Ledger,0,1,13000,Rufus Sewell,0,1,3000,B??r??nice Bejo,0,1,996,18761,0,0,1,137003,658,6.9,0
1887,The Medallion,108,1,2003,Hong Kong,English,PG-13,41000000,22108977,-18891023,0,Gordon Chan,0,1,4,Julian Sands,0,1,687,Lee Evans,0,1,312,Anthony Chau-Sang Wong,0,1,96,1134,1,505,1,29861,132,5.2,0
1888,The Proposal,108,1,2009,USA,English,PG-13,40000000,163947053,123947053,1,Anne Fletcher,0,1,98,Ryan Reynolds,0,1,16000,Denis O'Hare,0,1,896,Craig T. Nelson,0,1,723,18656,1,10000,1,227824,273,6.7,0
1889,The Talented Mr. Ripley,139,1,1999,USA,English,R,40000000,81292135,41292135,1,Anthony Minghella,0,1,333,Philip Seymour Hoffman,0,1,22000,Matt Damon,1,1,13000,Jack Davenport,0,1,1000,36810,0,0,1,137891,696,7.3,0
1890,Dumb and Dumber To,109,1,2014,USA,English,PG-13,35000000,86208010,51208010,1,Bobby Farrelly,0,1,101,Bill Murray,1,1,13000,Kathleen Turner,0,1,899,Rob Riggle,0,1,839,16179,1,55000,1,97045,285,5.7,0
1891,Eight Below,120,1,2006,USA,English,PG,40000000,81593527,41593527,1,Frank Marshall,0,1,155,Paul Walker,0,1,23000,Bruce Greenwood,0,1,984,Wendy Crewson,0,1,249,24300,1,11000,1,48806,263,7.3,0
1892,The Last of the Mohicans,117,1,1992,USA,English,R,40000000,72455275,32455275,1,Michael Mann,0,0,0,Wes Studi,0,1,855,Terry Kinney,0,1,363,Eric Schweig,0,1,322,2144,0,0,1,113068,382,7.8,0
1893,Sin City,147,0,2005,USA,English,R,40000000,74098862,34098862,1,Frank Miller,0,1,436,Rosario Dawson,0,1,3000,Powers Boothe,0,1,472,Jason Douglas,0,1,175,3924,1,13000,1,656640,1732,8.1,1
1894,JFK,206,0,1991,France,English,R,40000000,70405498,30405498,1,Oliver Stone,1,0,0,Sally Kirkland,0,1,433,Jay O. Sanders,0,1,256,Cheryl Penland,0,1,4,698,0,0,1,113472,442,8,0
1895,17 Again,102,1,2009,USA,English,PG-13,20000000,64149837,44149837,1,Burr Steers,0,1,23,Matthew Perry,0,1,2000,Hunter Parrish,0,1,2000,Thomas Lennon,0,1,651,7009,0,0,1,146899,185,6.4,0
1896,The Count of Monte Cristo,131,1,2002,UK,English,PG-13,35000000,54228104,19228104,1,Kevin Reynolds,0,1,58,Henry Cavill,0,1,15000,James Frain,0,1,1000,Michael Wincott,0,1,720,17152,0,0,1,104991,544,7.7,0
1897,The Lincoln Lawyer,118,1,2011,USA,English,R,40000000,57981889,17981889,1,Brad Furman,0,1,65,Matthew McConaughey,0,1,11000,Margarita Levieva,0,1,980,Frances Fisher,0,1,638,13943,1,25000,1,173848,203,7.3,0
1898,The Prestige,130,1,2006,USA,English,PG-13,40000000,53082743,13082743,1,Christopher Nolan,0,1,22000,Christian Bale,1,1,23000,Hugh Jackman,0,1,20000,Scarlett Johansson,1,1,19000,63986,1,49000,1,844052,1100,8.5,1
1899,The Living Daylights,130,1,1987,UK,English,PG,30000000,51185897,21185897,1,John Glen,0,1,46,Joe Don Baker,0,1,387,Desmond Llewelyn,0,1,244,Art Malik,0,1,162,1233,0,0,1,69457,271,6.7,0
1900,Secret Window,96,1,2004,USA,English,PG-13,40000000,47781388,7781388,1,David Koepp,0,1,192,Johnny Depp,1,1,40000,Charles S. Dutton,0,1,534,Timothy Hutton,0,1,501,41293,0,0,1,147504,531,6.6,0
1901,Jersey Boys,134,1,2014,USA,English,R,40000000,47034272,7034272,1,Clint Eastwood,1,1,16000,Johnny Cannizzaro,0,1,880,Steve Schirripa,0,1,413,Scott Vance,0,1,235,2281,1,16000,1,25465,190,6.9,0
1902,The Rainmaker,135,1,1997,USA,English,PG-13,40000000,45856732,5856732,1,Francis Ford Coppola,0,0,0,Matt Damon,1,1,13000,Dean Stockwell,0,1,936,Virginia Madsen,0,1,913,16762,0,0,1,46221,141,7.1,0
1903,Gothika,98,1,2003,USA,English,R,40000000,59588068,19588068,1,Mathieu Kassovitz,0,1,326,Robert Downey Jr.,1,1,21000,Charles S. Dutton,0,1,534,Bernard Hill,0,1,416,22318,0,0,1,89557,376,5.8,0
1904,Ri??hie Ri??h,95,1,1994,USA,English,PG,40000000,38087756,-1912244,0,Donald Petrie,0,1,80,Macaulay Culkin,0,1,3000,John Larroquette,0,1,450,Jonathan Hyde,0,1,287,4634,0,0,1,49612,39,5.2,0
1905,The Guilt Trip,95,1,2012,USA,English,PG-13,40000000,37101011,-2898989,0,Anne Fletcher,0,1,98,Miriam Margolyes,0,1,405,Tom Virtue,0,1,358,Julene Renee,0,1,78,1070,0,0,1,30394,103,5.8,0
1906,8MM,123,1,1999,Germany,English,R,40000000,36283504,-3716496,0,Joel Schumacher,1,1,541,Nicolas Cage,1,1,12000,Chris Bauer,0,1,638,Anthony Heald,0,1,173,12970,0,0,1,104564,587,6.5,0
1907,The Doors,140,1,1991,USA,English,R,38000000,35183792,-2816208,0,Oliver Stone,1,0,0,Michael Wincott,0,1,720,Kevin Dillon,0,1,576,Kathleen Quinlan,0,1,552,3044,0,0,1,68159,209,7.2,0
1908,Mickey Blue Eyes,102,1,1999,UK,English,PG-13,40000000,33864342,-6135658,0,Kelly Makin,0,1,6,Jeanne Tripplehorn,0,1,711,Burt Young,0,1,683,Vincent Pastore,0,1,584,2913,1,445,1,29968,117,5.8,0
1909,Fever Pitch,104,1,2005,USA,English,PG-13,30000000,42071069,12071069,1,Bobby Farrelly,0,1,101,Jimmy Fallon,0,1,787,KaDee Strickland,0,1,299,Ione Skye,0,1,223,1827,0,0,1,36223,208,6.2,0
1910,Drillbit Taylor,102,1,2008,USA,English,PG-13,40000000,32853640,-7146360,0,Steven Brill,0,1,65,Lisa Ann Walter,0,1,1000,Shaun Weiss,0,1,613,Matt Walsh,0,1,490,3239,1,702,1,50199,101,5.7,0
1911,Extremely Loud & Incredibly Close,129,1,2011,USA,English,PG-13,40000000,31836745,-8163255,0,Stephen Daldry,0,1,335,Tom Hanks,1,1,15000,Thomas Horn,0,1,467,Stephen Henderson,0,1,64,15595,1,39000,1,81298,341,6.9,0
1912,Rent,135,1,2005,USA,English,PG-13,40000000,29077547,-10922453,0,Chris Columbus,0,0,0,Rosario Dawson,0,1,3000,David Fine,0,1,1000,Jesse L. Martin,0,1,715,5917,1,3000,1,41685,754,7,0
1913,Sweet November,119,1,2001,USA,English,PG-13,40000000,25178165,-14821835,0,Pat O'Connor,0,1,7,Keanu Reeves,0,1,18000,Charlize Theron,0,1,9000,Frank Langella,0,1,903,29484,1,8000,1,70292,274,6.7,0
1914,Renaissance Man,128,1,1994,USA,English,PG-13,40000000,24332324,-15667676,0,Penny Marshall,0,1,545,Ed Begley Jr.,0,1,783,Cliff Robertson,0,1,754,Lillo Brancato,0,1,353,3126,1,680,1,13830,61,6.1,0
1915,City by the Sea,108,1,2002,USA,English,R,60000000,22433915,-37566085,0,Michael Caton-Jones,0,1,105,Robert De Niro,1,1,22000,James Franco,0,1,11000,John Doman,0,1,616,34377,1,416,1,21319,166,6.2,0
1916,At First Sight,128,0,1999,USA,English,PG-13,60000000,22326247,-37673753,0,Irwin Winkler,0,1,34,Mira Sorvino,0,1,978,Nathan Lane,0,1,886,Steven Weber,0,1,685,3821,0,0,1,11232,106,5.9,0
1917,Marie Antoinette,123,1,2006,USA,English,PG-13,40000000,15962471,-24037529,0,Sofia Coppola,0,0,0,Kirsten Dunst,0,1,4000,Shirley Henderson,0,1,887,Rip Torn,0,1,826,7243,0,0,1,79892,619,6.4,0
1918,Get Carter,102,1,2000,USA,English,R,40000000,14967182,-25032818,0,Stephen Kay,0,1,19,Sylvester Stallone,0,1,13000,Miranda Richardson,0,1,530,Lauren Lee Smith,0,1,351,14463,1,604,1,27305,284,5.1,0
1919,New York Minute,91,1,2004,USA,English,PG,30000000,14018364,-15981636,0,Dennie Gordon,0,1,29,Mary-Kate Olsen,0,1,976,Bob Saget,0,1,799,Riley Smith,0,1,762,3974,1,849,1,17722,111,4.8,0
1920,The Deep End of the Ocean,106,1,1999,USA,English,PG-13,40000000,13376506,-26623494,0,Ulu Grosbard,0,1,22,Alexa PenaVega,0,1,2000,Treat Williams,0,1,642,Jonathan Jackson,0,1,613,4327,1,579,1,10413,111,6.3,0
1921,Feardotcom,101,1,2002,UK,English,R,42000000,13208023,-28791977,0,William Malone,0,1,37,Natascha McElhone,0,1,2000,Jeffrey Combs,0,1,886,Udo Kier,0,1,595,4262,1,612,1,17309,388,3.3,0
1922,Delgo,94,1,2008,USA,English,PG,40000000,511920,-39488080,0,Marc F. Adler,0,0,0,Eric Idle,0,1,795,Anne Bancroft,0,1,754,Kelly Ripa,0,1,379,2449,1,211,1,2458,26,4.4,0
1923,Hackers,107,1,1995,USA,English,PG-13,20000000,7564000,-12436000,0,Iain Softley,0,1,34,Angelina Jolie Pitt,0,1,11000,Fisher Stevens,0,1,922,Lorraine Bracco,0,1,472,13821,1,12000,1,54650,223,6.2,0
1924,The Time Traveler's Wife,107,1,2009,USA,English,PG-13,39000000,63411478,24411478,1,Robert Schwentke,0,1,124,Arliss Howard,0,1,152,Brooklynn Proulx,0,1,142,Michelle Nolden,0,1,100,568,1,13000,1,114925,234,7.1,0
1925,Superman III,125,1,1983,UK,English,PG,39000000,60000000,21000000,1,Richard Lester,0,1,44,Margot Kidder,0,1,593,Robert Vaughn,0,1,542,Jackie Cooper,0,1,420,2329,0,0,1,49934,224,4.9,0
1926,Grudge Match,113,1,2013,USA,English,PG-13,40000000,29802761,-10197239,0,Peter Segal,0,1,88,Robert De Niro,1,1,22000,Sylvester Stallone,0,1,13000,Oscar Gale,0,1,785,36009,1,12000,1,46480,115,6.4,0
1927,Sweet Home Alabama,108,1,2002,USA,English,PG-13,38000000,127214072,89214072,1,Andy Tennant,0,1,72,Ethan Embry,0,1,982,Mary Lynn Rajskub,0,1,935,Courtney Gains,0,1,559,4251,0,0,1,83786,392,6.1,0
1928,Spy Kids 2: Island of Lost Dreams,100,1,2002,USA,English,PG,38000000,85570368,47570368,1,Robert Rodriguez,1,0,0,Steve Buscemi,1,1,12000,Alexa PenaVega,0,1,2000,Emily Osment,0,1,1000,18291,1,478,1,44885,107,5.1,0
1929,The Grandmaster,122,1,2013,Hong Kong,Mandarin,PG-13,38600000,6594136,-32005864,0,Kar-Wai Wong,0,0,0,Tony Chiu Wai Leung,0,1,643,Hye-kyo Song,0,1,290,Elvis Tsui,0,1,7,943,1,13000,1,24557,111,6.5,0
1930,Water for Elephants,120,1,2011,USA,English,PG-13,38000000,58700247,20700247,1,Francis Lawrence,0,1,508,Robert Pattinson,0,1,21000,Christoph Waltz,0,1,11000,James Frain,0,1,1000,36062,1,33000,1,95367,260,6.9,0
1931,Enough,115,1,2002,USA,English,PG-13,38000000,39177215,1177215,1,Michael Apted,0,1,150,Bill Cobbs,0,1,970,Jeff Kober,0,1,919,Billy Campbell,0,1,789,3770,0,0,1,30667,234,5.6,0
1932,Paul Blart: Mall Cop 2,94,1,2015,USA,English,PG,30000000,71038190,41038190,1,Andy Fickman,0,1,99,D.B. Woodside,0,1,598,Daniella Alonso,0,1,557,Eduardo Ver??stegui,0,1,377,3552,1,8000,1,23473,123,4.4,0
1933,Joe Somebody,98,1,2001,USA,English,PG,38000000,22770864,-15229136,0,John Pasquin,0,1,11,Jim Belushi,0,1,854,Ken Marino,0,1,543,Kelly Lynch,0,1,466,2765,1,168,1,8433,85,5.5,0
1934,The Ninth Gate,133,1,1999,Spain,English,R,38000000,18653746,-19346254,0,Roman Polanski,0,1,2000,Johnny Depp,1,1,40000,Frank Langella,0,1,903,Lena Olin,0,1,541,42344,0,0,1,137722,638,6.7,0
1935,Switchback,118,1,1997,USA,English,R,37000000,6482195,-30517805,0,Jeb Stuart,0,1,11,Gregory Scott Cummins,0,1,37,Claudia Stedelin,0,1,12,Ted Markland,0,1,12,74,1,389,1,9740,81,6.4,0
1936,Creed,133,1,2015,USA,English,PG-13,35000000,109712885,74712885,1,Ryan Coogler,0,0,0,Sylvester Stallone,0,1,13000,Phylicia Rashad,0,1,597,Graham McTavish,0,1,531,15106,1,70000,1,146708,362,7.7,0
1937,Magnolia,188,1,1999,USA,English,R,37000000,22450975,-14549025,0,Paul Thomas Anderson,0,0,0,Patton Oswalt,0,1,786,Neil Flynn,0,1,625,Jim Meskimen,0,1,272,1906,1,13000,1,241030,1437,8,0
1938,Twilight,122,1,2008,USA,English,PG-13,37000000,191449475,154449475,1,Catherine Hardwicke,0,1,308,Kristen Stewart,0,1,17000,Taylor Lautner,0,1,12000,Anna Kendrick,0,1,10000,44060,1,19000,1,348007,1535,5.2,0
1939,John Q,116,1,2002,USA,English,PG-13,36000000,71026631,35026631,1,Nick Cassavetes,0,1,415,Denzel Washington,1,1,18000,Laura Harring,0,1,669,Anne Heche,0,1,644,20970,0,0,1,98899,394,7,0
1940,Blue Streak,93,1,1999,USA,English,PG-13,65000000,68208190,3208190,1,Les Mayfield,0,1,10,Peter Greene,0,1,789,Dave Chappelle,0,1,744,Tamala Jones,0,1,405,2986,0,0,1,60572,144,6.3,0
1941,Aloha,105,1,2015,USA,English,PG-13,37000000,20991497,-16008503,0,Cameron Crowe,0,1,488,Emma Stone,0,1,15000,Bradley Cooper,0,1,14000,Bill Murray,1,1,13000,44037,1,11000,1,39778,172,5.4,0
1942,Snow Falling on Cedars,127,1,1999,USA,English,PG-13,36000000,14378353,-21621647,0,Scott Hicks,0,1,96,Rick Yune,0,1,746,Reeve Carney,0,1,602,Daniel von Bargen,0,1,577,2393,1,846,1,12375,194,6.8,0
